hostname,landing_page,country,device_category,browser,operating_system,sessions,active_users,engaged_sessions,average_session_duration,key_events,suspected_type,evidence,recommendation
www.biyapay.com,/en/login,Singapore,desktop,Chrome,Windows,32,30,30,233.72,50.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/zh/blogdetail/1978-best-travel-insurance-australia-guide-for-smart-tr,Singapore,desktop,Chrome,Windows,32,32,0,0.59,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2117-best-travel-insurance-in-australia-2025-comparison,Singapore,desktop,Chrome,Windows,32,32,0,0.69,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2815-understand-which-sp-500-etfs-to-choose-voo-ivv-or,United States,desktop,Chrome,Windows,32,32,1,2.77,54.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2828-what-is-the-dow-jones-industrial-average-investmen,Singapore,desktop,Chrome,Windows,32,32,0,0.68,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,Singapore,desktop,Chrome,Windows,32,32,1,1.82,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2987-hong-kong-stock-market-trading-hours-guide-2025-ho,Vietnam,desktop,Chrome,Windows,32,32,0,1.88,42.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3012-beginners-guide-what-to-do-when-a-stock-hits-limit,China,desktop,Chrome,Windows,32,32,0,2.0,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3071-what-is-premarket-and-afterhours-trading-in-us-sto,United States,desktop,Chrome,Windows,32,32,0,2.68,54.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3332-tap-and-go-a-beginners-guide-to-cardless-atm-withd,Singapore,desktop,Chrome,Windows,32,32,0,0.22,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/zh?id=7&language=zh-cn&height=52&uuid=25d57cbcae9c93a6e9f9e637ce19c8132&source_page=from_home_banner,China,mobile,Android Webview,Android,31,1,28,681.87,32.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
localhost,/zh,Singapore,desktop,Chrome,Windows,31,12,30,1621.36,24.0,E_test_or_preprod_pollution,Non-production hostname in Direct,Exclude from growth reporting and separate environments
news.biyapay.com,/en,Russia,desktop,Chrome,Macintosh,31,31,31,47.45,0.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
news.biyapay.com,/news/analysis,China,desktop,Chrome,Windows,31,30,9,5.82,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,(not set),Cambodia,mobile,Safari (in-app),iOS,31,25,2,15.1,56.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),China,desktop,Chrome,Macintosh,31,23,12,131.23,42.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),South Korea,mobile,Android Webview,Android,31,14,7,14.88,45.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),Taiwan,mobile,Safari,iOS,31,23,12,165.88,47.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/fastreg?invite=34578035,Bangladesh,mobile,Chrome,Android,31,24,24,109.17,67.0,B_cross_domain_or_signup_attribution_loss,Signup domain in Direct,"Keep for funnel analysis, exclude from SEO landing growth views"
www.biyapay.com,/en,United Kingdom,desktop,Chrome,Macintosh,31,30,12,77.48,60.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,United States,desktop,Chrome,Windows,31,31,1,2.52,54.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/3151-2026-latest-us-stock-broker-review-which-is-better,Singapore,desktop,Chrome,Windows,31,31,0,0.89,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/help/2-post-My-Account/297-post-How-to-perf?page=1&type=82&index=4%29,China,mobile,Chrome,Android,31,24,13,87.67,53.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/ltu/blog,Singapore,desktop,Chrome,Windows,31,31,0,0.0,62.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2564-how-to-transfer-money-with-panda-remit-is-panda-re,Singapore,desktop,Chrome,Windows,31,31,0,1.73,50.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2598-can-you-use-apple-pay-abroad-international-payment,China,desktop,Chrome,Windows,31,31,0,1.76,62.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2880-complete-guide-to-nasdaq-index-etfs-fees-dividends,United States,desktop,Chrome,Windows,31,31,0,1.22,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,Vietnam,desktop,Chrome,Windows,31,31,0,2.48,44.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3102-how-mainland-chinese-investors-can-buy-tencent-sto,Singapore,desktop,Chrome,Windows,31,31,0,1.46,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3121-us-stock-market-hours-during-daylight-saving-time,China,desktop,Chrome,Windows,31,31,2,2.75,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3146-master-us-stock-trading-hours-in-one-article-never,Singapore,desktop,Chrome,Windows,31,31,0,1.28,54.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/zh?id=15&height=44&language=zh-cn,Japan,mobile,Safari (in-app),iOS,30,25,3,62.49,55.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
active.biyagl.com,/zh?id=7&language=zh-cn&height=84&uuid=2b5fa387b834b3ff68a2b1620bb4c5754&source_page=from_home_banner,China,mobile,Android Webview,Android,30,1,23,456.93,31.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
invest.biyapay.com,/en,United States,desktop,Chrome,Macintosh,30,30,11,65.08,38.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
invest.biyapay.com,/en/404,United Arab Emirates,desktop,Chrome,Windows,30,30,0,0.03,60.0,F_broken_route_or_invalid_entry,404 page ranking in Direct top entries,"Audit broken links, redirects, and app/webview routing"
invest.biyapay.com,/en/futures/SI2612,Vietnam,desktop,Chrome,Windows,30,30,0,4.29,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/zh,Japan,desktop,Chrome,Windows,30,20,30,268.9,2.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
invest.biyapay.com,/zh/us-stock/baba,Hong Kong,mobile,Chrome,Android,30,1,28,1224.34,30.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,(not set),China,desktop,Chrome,Linux,30,23,13,69.07,43.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),China,mobile,Chrome,iOS,30,23,3,1.87,48.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/download,China,desktop,Chrome,UNIX,30,25,30,102.17,92.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,(not set),United States,desktop,Chrome,Macintosh,30,16,0,0.19,29.0,G_measurement_gap,Landing page not set,Audit tagging and route measurement
www.biyapay.com,/en,Bangladesh,desktop,Chrome,Linux,30,13,30,170.71,26.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/blogdetail/1698-hsbc-bank-branch-code-lookup-faq,Singapore,desktop,Chrome,Windows,30,30,0,1.19,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/2952-beginners-mustread-complete-breakdown-of-voo-ivv-a,Singapore,desktop,Chrome,Windows,30,30,0,0.74,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/3194-ultimate-guide-to-applying-for-a-schengen-visa-in,Singapore,desktop,Chrome,Windows,30,30,0,0.48,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/3255-what-do-you-need-to-prepare-to-open-a-charles-schw,Singapore,desktop,Chrome,Windows,30,30,0,0.57,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh,Hong Kong,mobile,Safari,iOS,30,29,6,60.25,59.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2860-what-time-does-the-us-stock-market-open-complete-g,Singapore,desktop,Chrome,Windows,30,30,0,2.04,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2927-ashare-opening-signal-guide-how-to-judge-buying-se,China,desktop,Chrome,Windows,30,30,2,3.0,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3010-ashare-beginners-guide-master-market-hours-and-tra,China,desktop,Chrome,Windows,30,30,0,1.74,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3031-2026-ultimate-guide-to-opening-a-us-stock-account,Vietnam,desktop,Chrome,Windows,30,30,1,1.95,48.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3135-do-you-need-to-stay-up-late-to-trade-us-stocks-one,Japan,desktop,Chrome,Windows,30,30,0,1.69,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3148-us-stock-broker-opening-guide-fees-security-and-ap,Hong Kong,desktop,Chrome,Windows,30,30,1,2.79,48.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3189-how-to-choose-a-us-stock-trading-platform-2025-low,Hong Kong,desktop,Chrome,Windows,30,30,1,2.21,50.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3241-ultimate-guide-to-registering-wechat-solving-all-c,Brazil,desktop,Chrome,Windows,30,30,1,1.98,38.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3853-openai-chatgpt-payment-declined-a-card-declined-tr,United States,desktop,Edge,Windows,30,29,26,47.26,59.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/help/87-Stock-function/559-how-do-i-set-up-a-stock-price-alert,Singapore,desktop,Chrome,Windows,30,30,0,0.35,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapays.com,/about,Singapore,desktop,Chrome,Windows,30,30,0,0.2,60.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
active.biyagl.com,/zh?id=14&height=44&language=zh-cn,Taiwan,mobile,Safari (in-app),iOS,29,18,8,45.45,44.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
active.biyagl.com,/zh?id=15,Japan,desktop,Chrome,Windows,29,25,23,424.61,43.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
prv.signup.biya.in,(not set),China,desktop,Chrome,Windows,29,29,0,0.0,58.0,E_test_or_preprod_pollution,Non-production hostname in Direct,Exclude from growth reporting and separate environments
signup.biyapay.com,(not set),Hong Kong,mobile,Chrome,iOS,29,19,4,58.72,40.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),Thailand,mobile,Safari (in-app),iOS,29,23,2,2.77,52.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/en,China,mobile,Edge,iOS,29,29,18,97.17,58.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en,Nigeria,mobile,Chrome,iOS,29,28,8,79.75,57.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/about,United States,desktop,Chrome,Macintosh,29,29,0,0.53,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/announcement,Singapore,desktop,Chrome,Windows,29,29,0,0.0,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/1807-hsbc-stock-account-fees-monthly-charges-and-tradin,China,desktop,Chrome,Windows,29,29,0,2.54,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/3076-complete-guide-how-to-correctly-fill-recipient-add,Singapore,desktop,Chrome,Windows,29,29,0,0.42,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/3148-us-stock-broker-opening-guide-fees-security-and-ap,China,desktop,Chrome,Windows,29,29,0,1.18,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/user/message/home,Bangladesh,desktop,Chrome,Linux,29,10,26,357.07,35.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh,China,desktop,Firefox,Windows,29,10,27,197.82,33.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/1850-complete-guide-to-stock-market-trading-hours-and-h,China,desktop,Chrome,Windows,29,29,5,4.36,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2699-stablecoin-remittance-fee-comparison-ultimate-guid,Singapore,desktop,Chrome,Windows,29,29,0,1.75,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2860-what-time-does-the-us-stock-market-open-complete-g,Vietnam,desktop,Chrome,Windows,29,29,0,3.12,40.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2958-sp-500-etf-showdown-spy-vs-voo-vs-ivv-which-one-wi,China,desktop,Chrome,Windows,29,29,1,1.64,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3148-us-stock-broker-opening-guide-fees-security-and-ap,Singapore,desktop,Chrome,Windows,29,29,0,2.24,52.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3189-how-to-choose-a-us-stock-trading-platform-2025-low,United States,desktop,Chrome,Windows,29,29,1,1.86,52.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3247-beginners-guide-to-us-certificates-of-deposit-comp,China,desktop,Chrome,Windows,29,29,10,6.96,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3261-exclusive-for-chinese-users-longbridge-securities,China,desktop,Chrome,Windows,29,29,0,2.64,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3268-its-finally-here-mainland-china-users-can-now-regi,China,desktop,Chrome,Windows,29,29,1,2.0,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3268-its-finally-here-mainland-china-users-can-now-regi,Singapore,desktop,Chrome,Windows,29,29,0,1.39,54.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3325-the-18-best-apps-to-earn-real-cash-this-year,China,desktop,Chrome,Windows,29,29,0,1.71,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapays.com,/,United States,desktop,Chrome,Macintosh,29,29,2,2.03,58.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
invest.biyapay.com,(not set),Hong Kong,desktop,Chrome,Windows,28,14,0,0.04,25.0,G_measurement_gap,Landing page not set,Audit tagging and route measurement
invest.biyapay.com,/en/404,South Korea,desktop,Chrome,Windows,28,28,0,0.5,56.0,F_broken_route_or_invalid_entry,404 page ranking in Direct top entries,"Audit broken links, redirects, and app/webview routing"
invest.biyapay.com,/en/futures/QI2612,Vietnam,desktop,Chrome,Windows,28,28,0,4.38,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/zh/futures/ZC2609,Vietnam,desktop,Chrome,Windows,28,28,0,5.46,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/zh/login,China,desktop,Chrome,Windows,28,24,21,307.29,19.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/en,China,mobile,Chrome,iOS,28,22,19,128.57,44.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/about,China,desktop,Chrome,Windows,28,28,0,1.8,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
